日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2017/7/7,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,109,175,201,0,-92
2017/7/7,臺指選擇權,PUT,外資及陸資,48798,154382,40917,136832,7881,17551,189474,353354,37567,122336,151907,231018
2017/7/10,臺指選擇權,CALL,自營商,136721,150554,120293,148151,16428,2403,124307,253804,147026,360501,-22719,-106697
2017/7/10,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,109,175,284,0,-175
2017/7/10,臺指選擇權,CALL,外資及陸資,29971,82493,32752,87125,-2781,-4632,130573,533388,41331,167118,89242,366270
2017/7/10,臺指選擇權,PUT,自營商,137514,204220,139116,231199,-1602,-26978,186413,300275,123243,238008,63170,62267
2017/7/10,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,67,175,131,0,-64
2017/7/10,臺指選擇權,PUT,外資及陸資,40619,114640,38277,111590,2342,3051,192783,319884,38535,115467,154248,204417
2017/7/11,臺指選擇權,CALL,自營商,191071,347341,173818,339690,17253,7651,139676,437298,145143,601171,-5467,-163873
2017/7/11,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,324,175,753,0,-429
2017/7/11,臺指選擇權,CALL,外資及陸資,52403,175593,49110,165022,3293,10572,135571,785181,43036,257596,92535,527585
2017/7/11,臺指選擇權,PUT,自營商,199014,237891,227521,230347,-28507,7544,186186,182881,151523,125980,34663,56901
2017/7/11,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,20,175,36,0,-16
2017/7/11,臺指選擇權,PUT,外資及陸資,40762,90603,36408,85571,4354,5032,199812,201839,41211,63846,158601,137993
2017/7/12,臺指選擇權,CALL,自營商,196509,334350,217248,330360,-20739,3990,85716,361687,126553,496419,-40837,-134732
2017/7/12,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,293,175,700,0,-407
2017/7/12,臺指選擇權,CALL,外資及陸資,54356,161138,58103,171981,-3747,-10842,131609,745117,44449,245077,87160,500040
2017/7/12,臺指選擇權,PUT,自營商,208665,223850,240190,211596,-31525,12254,128536,200720,125417,127454,3119,73266
2017/7/12,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,22,175,36,0,-14
2017/7/12,臺指選擇權,PUT,外資及陸資,58027,84618,40712,74763,17315,9854,214259,212322,37459,62723,176800,149599
2017/7/13,臺指選擇權,CALL,自營商,185777,356800,158091,342246,27686,14554,115752,464011,128905,662648,-13153,-198637
2017/7/13,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,534,175,1173,0,-639
2017/7/13,臺指選擇權,CALL,外資及陸資,52855,174968,50545,178420,2310,-3451,135315,927627,45845,319118,89470,608509
2017/7/13,臺指選擇權,PUT,自營商,184835,244443,175094,235649,9741,8794,144293,149447,131433,110913,12860,38534
2017/7/13,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,4,175,7,0,-3
2017/7/13,臺指選擇權,PUT,外資及陸資,50392,123630,42814,121999,7578,1631,226060,174526,41682,62538,184378,111988
2017/7/14,臺指選擇權,CALL,自營商,75588,101952,81827,144763,-6239,-42811,121373,418232,140767,629159,-19394,-210927
2017/7/14,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,403,175,1006,0,-603
2017/7/14,臺指選擇權,CALL,外資及陸資,25138,70331,27808,82801,-2670,-12470,134894,847973,48093,295196,86801,552777
2017/7/14,臺指選擇權,PUT,自營商,95757,110163,79774,101786,15983,8377,162187,162373,133324,117181,28863,45192
2017/7/14,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,4,175,4,0,0
2017/7/14,臺指選擇權,PUT,外資及陸資,24657,59259,21272,53188,3385,6071,230180,174911,42437,61582,187743,113329
2017/7/17,臺指選擇權,CALL,自營商,133543,262715,124652,247698,8891,15018,133291,459849,143794,689856,-10503,-230007
2017/7/17,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,499,175,1225,0,-726
2017/7/17,臺指選擇權,CALL,外資及陸資,45069,130914,43910,135618,1159,-4704,136802,903122,48842,321759,87960,581363
2017/7/17,臺指選擇權,PUT,自營商,144498,179798,149348,173118,-4850,6680,169330,144296,145317,103705,24013,40591
2017/7/17,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,3,175,4,0,-1
2017/7/17,臺指選擇權,PUT,外資及陸資,39078,89493,35331,85896,3747,3597,235222,160498,43732,54338,191490,106160
2017/7/18,臺指選擇權,CALL,自營商,98009,142514,94278,163122,3731,-20607,145233,491786,152004,779049,-6771,-287263
2017/7/18,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,613,175,1435,0,-822
2017/7/18,臺指選擇權,CALL,外資及陸資,23891,76776,30423,90336,-6532,-13559,135480,951814,54056,358438,81424,593376
2017/7/18,臺指選擇權,PUT,自營商,109132,123357,113189,119184,-4057,4173,170754,123965,150798,96016,19956,27949
2017/7/18,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,2,175,2,0,0
2017/7/18,臺指選擇權,PUT,外資及陸資,19683,49248,21655,56871,-1972,-7624,235703,143003,46186,54057,189517,88946
2017/7/19,臺指選擇權,CALL,自營商,241773,535825,204055,374018,37718,161807,68633,233131,56289,294749,12344,-61618
2017/7/19,臺指選擇權,CALL,投信,175,350,175,608,0,-258,175,276,175,516,0,-240
2017/7/19,臺指選擇權,CALL,外資及陸資,53052,174103,51168,166907,1884,7196,86269,685761,26861,212396,59408,473365
2017/7/19,臺指選擇權,PUT,自營商,217741,271759,290249,264374,-72508,7386,58126,87218,85156,84236,-27030,2982
2017/7/19,臺指選擇權,PUT,投信,175,286,175,421,0,-135,175,280,175,438,0,-158
2017/7/19,臺指選擇權,PUT,外資及陸資,46611,79224,38766,84901,7845,-5677,121440,133754,27717,59643,93723,74111
2017/7/20,臺指選擇權,CALL,自營商,78706,115993,80315,161319,-1609,-45326,79971,230751,69416,333401,10555,-102650
2017/7/20,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,276,175,525,0,-249
2017/7/20,臺指選擇權,CALL,外資及陸資,26413,73530,23511,78176,2902,-4646,92572,704002,30082,227965,62490,476037
2017/7/20,臺指選擇權,PUT,自營商,120408,143805,93303,133711,27105,10093,94902,105181,94670,87825,232,17356
2017/7/20,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,232,175,381,0,-149
2017/7/20,臺指選擇權,PUT,外資及陸資,41685,77899,23180,69590,18505,8309,141546,137196,29478,63163,112068,74033
2017/7/21,臺指選擇權,CALL,自營商,101108,139775,105163,170660,-4055,-30885,90837,192431,84337,298924,6500,-106493
2017/7/21,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,166,175,341,0,-175
2017/7/21,臺指選擇權,CALL,外資及陸資,23958,72916,23535,76400,423,-3484,93633,605895,30722,192233,62911,413662
2017/7/21,臺指選擇權,PUT,自營商,115571,199401,94350,177626,21221,21775,120306,154789,98853,115269,21453,39520
2017/7/21,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,302,175,508,0,-206
2017/7/21,臺指選擇權,PUT,外資及陸資,34117,110587,27656,93376,6461,17210,146723,168237,28194,72752,118529,95485
2017/7/24,臺指選擇權,CALL,自營商,119112,155602,100282,153216,18830,2386,110545,225024,85216,332550,25329,-107526
2017/7/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,175,175,376,0,-201
2017/7/24,臺指選擇權,CALL,外資及陸資,25298,74491,25197,72826,101,1665,94725,636099,31713,207352,63012,428747
2017/7/24,臺指選擇權,PUT,自營商,122747,191972,132278,208732,-9531,-16760,125684,132543,113762,102631,11922,29912
2017/7/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,228,175,381,0,-153
2017/7/24,臺指選擇權,PUT,外資及陸資,30550,85083,30299,88835,251,-3753,149375,148999,30595,66867,118780,82132
2017/7/25,臺指選擇權,CALL,自營商,98907,131148,106091,160944,-7184,-29796,112650,224016,94505,362641,18145,-138625
2017/7/25,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,166,175,359,0,-193
2017/7/25,臺指選擇權,CALL,外資及陸資,31702,93692,31243,95474,459,-1782,96135,636710,32665,210211,63470,426499
2017/7/25,臺指選擇權,PUT,自營商,114861,161848,109528,146156,5333,15692,129519,138720,112264,93398,17255,45322
2017/7/25,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,201,175,359,0,-158
2017/7/25,臺指選擇權,PUT,外資及陸資,29787,82959,28290,80770,1497,2189,150792,145772,30515,64943,120277,80829
2017/7/26,臺指選擇權,CALL,自營商,180661,271067,180421,253793,240,17273,85074,191617,82200,296274,2874,-104657
2017/7/26,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,105,175,254,0,-149
2017/7/26,臺指選擇權,CALL,外資及陸資,45196,123113,43943,124809,1253,-1696,95342,565214,31334,182681,64008,382533
2017/7/26,臺指選擇權,PUT,自營商,207798,281864,211127,266650,-3329,15214,91968,163138,95191,104131,-3223,59007
2017/7/26,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,223,175,398,0,-175
2017/7/26,臺指選擇權,PUT,外資及陸資,50411,113981,42262,109099,8149,4882,147614,161295,29729,72446,117885,88849
2017/7/27,臺指選擇權,CALL,自營商,158420,295992,131799,289013,26621,6979,111309,309141,81815,442223,29494,-133082
2017/7/27,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,236,175,534,0,-298
2017/7/27,臺指選擇權,CALL,外資及陸資,38455,134121,33197,127012,5258,7109,100145,740181,30880,250542,69265,489639
2017/7/27,臺指選擇權,PUT,自營商,171028,221396,183122,290758,-12094,-69362,111375,107498,126693,114096,-15318,-6598
2017/7/27,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,92,175,162,0,-70
2017/7/27,臺指選擇權,PUT,外資及陸資,38324,87810,32227,91533,6097,-3723,157983,116701,34001,52245,123982,64456
2017/7/28,臺指選擇權,CALL,自營商,114495,167183,141931,213388,-27436,-46205,106461,207915,104403,339587,2058,-131672
2017/7/28,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,88,175,236,0,-148
2017/7/28,臺指選擇權,CALL,外資及陸資,37869,104604,34705,98933,3164,5671,102804,582110,30375,183851,72429,398259
2017/7/28,臺指選擇權,PUT,自營商,170436,337953,143285,222698,27151,115255,132303,249378,120470,134694,11833,114684
2017/7/28,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,193,175,350,0,-157
2017/7/28,臺指選擇權,PUT,外資及陸資,70254,185784,43016,142823,27238,42961,182850,207041,31630,75154,151220,131887
2017/7/31,臺指選擇權,CALL,自營商,141534,179979,137967,190784,3567,-10805,115981,217684,110356,359103,5625,-141419
2017/7/31,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,92,175,236,0,-144
2017/7/31,臺指選擇權,CALL,外資及陸資,36334,97240,33664,96960,2670,280,107349,601800,32253,196624,75096,405176
2017/7/31,臺指選擇權,PUT,自營商,131579,217487,149100,259191,-17521,-41703,131733,207927,137421,142381,-5688,65546
2017/7/31,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,149,175,276,0,-127
2017/7/31,臺指選擇權,PUT,外資及陸資,49521,127133,40572,126880,8949,253,193399,192643,33231,74193,160168,118450
2017/8/1,臺指選擇權,CALL,自營商,140272,228083,134008,181534,6264,46549,113490,234525,101601,341791,11889,-107266
2017/8/1,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,88,175,245,0,-157
2017/8/1,臺指選擇權,CALL,外資及陸資,38897,117491,36804,117106,2093,385,109204,615646,32015,202460,77189,413186
2017/8/1,臺指選擇權,PUT,自營商,157370,202516,168289,200432,-10919,2084,128560,213477,145168,146967,-16608,66510
2017/8/1,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,136,175,245,0,-109
2017/8/1,臺指選擇權,PUT,外資及陸資,35617,82626,33478,82580,2139,46,197377,187832,35210,74004,162167,113828
2017/8/2,臺指選擇權,CALL,自營商,187831,351158,188799,318833,-968,32324,89001,276794,85883,393414,3118,-116620
2017/8/2,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,175,175,446,0,-271
2017/8/2,臺指選擇權,CALL,外資及陸資,49671,141216,44200,139611,5471,1604,111709,743021,31887,259165,79822,483856
2017/8/2,臺指選擇權,PUT,自營商,177942,200591,218549,207840,-40607,-7249,92420,129929,124875,84296,-32455,45633
2017/8/2,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,75,175,131,0,-56
2017/8/2,臺指選擇權,PUT,外資及陸資,38746,73199,32722,69862,6024,3337,187493,143702,33750,49083,153743,94619
2017/8/3,臺指選擇權,CALL,自營商,130799,246075,143784,308979,-12985,-62904,108163,265007,118030,455451,-9867,-190444
2017/8/3,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,114,175,328,0,-214
2017/8/3,臺指選擇權,CALL,外資及陸資,40857,140171,45460,149196,-4603,-9026,114457,692994,39238,256112,75219,436882
2017/8/3,臺指選擇權,PUT,自營商,187256,294014,154793,249022,32463,44992,133492,202319,133484,110429,8,91890
2017/8/3,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,114,175,201,0,-87
2017/8/3,臺指選擇權,PUT,外資及陸資,76240,196854,48321,181631,27919,15223,220839,253394,39177,116598,181662,136796
2017/8/4,臺指選擇權,CALL,自營商,72421,140980,69792,172591,2629,-31611,113323,291378,120561,544308,-7238,-252930
2017/8/4,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,158,175,416,0,-258
2017/8/4,臺指選擇權,CALL,外資及陸資,26128,95082,27129,96776,-1001,-1694,116713,767929,42495,298286,74218,469643
2017/8/4,臺指選擇權,PUT,自營商,90292,125225,85651,147780,4641,-22555,145576,179891,140927,122971,4649,56920
2017/8/4,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,85,175,144,0,-59
2017/8/4,臺指選擇權,PUT,外資及陸資,35622,125828,26718,102451,8904,23378,233580,295606,43015,138304,190565,157302
2017/8/7,臺指選擇權,CALL,自營商,126063,370685,117002,275560,9061,95125,112593,403127,110770,660303,1823,-257176
2017/8/7,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,293,175,709,0,-416
2017/8/7,臺指選擇權,CALL,外資及陸資,41588,162425,37227,146318,4361,16107,121217,960777,42638,386778,78579,573999
2017/8/7,臺指選擇權,PUT,自營商,137232,187591,167293,189555,-30061,-1965,145101,151623,170513,121133,-25412,30490
2017/8/7,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,39,175,58,0,-19
2017/8/7,臺指選擇權,PUT,外資及陸資,37168,111012,27543,82270,9625,28742,246318,267868,46128,118544,200190,149324
2017/8/8,臺指選擇權,CALL,自營商,151012,260177,165784,309671,-14772,-49494,115602,384905,128531,675357,-12929,-290452
2017/8/8,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,254,175,683,0,-429
2017/8/8,臺指選擇權,CALL,外資及陸資,36759,120597,37968,128745,-1209,-8148,121847,938501,44495,385143,77352,553358
2017/8/8,臺指選擇權,PUT,自營商,176871,208981,171316,200497,5555,8484,151462,166330,171360,127298,-19898,39032
2017/8/8,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,33,175,53,0,-20
2017/8/8,臺指選擇權,PUT,外資及陸資,47572,97507,33083,90287,14489,7221,261478,284084,46759,121450,214719,162634
2017/8/9,臺指選擇權,CALL,自營商,224083,272563,257531,342368,-33448,-69804,100584,288580,124753,527419,-24169,-238839
2017/8/9,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,114,175,385,0,-271
2017/8/9,臺指選擇權,CALL,外資及陸資,52024,129172,53160,133809,-1136,-4637,120933,796803,45423,309295,75510,487508
2017/8/9,臺指選擇權,PUT,自營商,248356,381592,234853,350188,13503,31404,123045,253151,145285,159975,-22240,93176
2017/8/9,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,50,175,92,0,-42
2017/8/9,臺指選擇權,PUT,外資及陸資,85120,191872,60371,161744,24749,30128,261795,388817,42340,151270,219455,237547
2017/8/10,臺指選擇權,CALL,自營商,228389,306108,227266,336365,1123,-30257,117511,208586,140557,369011,-23046,-160425
2017/8/10,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,18,175,79,0,-61
2017/8/10,臺指選擇權,CALL,外資及陸資,57757,151940,62079,167820,-4322,-15880,122487,616533,51299,222099,71188,394434
2017/8/10,臺指選擇權,PUT,自營商,225483,450977,248160,560781,-22677,-109804,130314,409818,175231,335408,-44917,74410
2017/8/10,臺指選擇權,PUT,投信,210,735,0,0,210,735,385,863,175,206,210,657
2017/8/10,臺指選擇權,PUT,外資及陸資,152835,306324,79490,295800,73345,10524,336968,616259,44124,236242,292844,380017
2017/8/11,臺指選擇權,CALL,自營商,178092,281108,177632,274245,460,6863,120766,210109,143352,335132,-22586,-125023
2017/8/11,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,10,175,27,0,-17
2017/8/11,臺指選擇權,CALL,外資及陸資,53892,161466,47833,140709,6059,20757,128207,610414,50960,206920,77247,403494
2017/8/11,臺指選擇權,PUT,自營商,208174,448090,217225,540819,-9051,-92730,146316,438388,200284,438681,-53968,-293
2017/8/11,臺指選擇權,PUT,投信,0,0,0,0,0,0,385,956,175,232,210,724
2017/8/11,臺指選擇權,PUT,外資及陸資,105845,275807,65275,237610,40570,38196,378263,767317,44849,272027,333414,495290
2017/8/14,臺指選擇權,CALL,自營商,181638,255687,192363,272917,-10725,-17230,129325,168444,162660,262856,-33335,-94412
2017/8/14,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,5,175,11,0,-6
2017/8/14,臺指選擇權,CALL,外資及陸資,55981,153040,57097,153964,-1116,-923,128504,498913,52353,155903,76151,343010
2017/8/14,臺指選擇權,PUT,自營商,181240,371248,184288,388067,-3048,-16819,151639,534466,208669,532937,-57030,1529
2017/8/14,臺指選擇權,PUT,投信,1200,958,0,0,1200,958,1585,3271,175,271,1410,3000
2017/8/14,臺指選擇權,PUT,外資及陸資,74651,237494,78387,268055,-3736,-30561,376677,885097,46999,350850,329678,534247
2017/8/15,臺指選擇權,CALL,自營商,157304,216926,158958,254497,-1654,-37571,125500,196137,160492,329864,-34992,-133727
2017/8/15,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,3,175,8,0,-5
2017/8/15,臺指選擇權,CALL,外資及陸資,49720,134308,54324,139474,-4604,-5167,130035,568079,58489,192666,71546,375413
2017/8/15,臺指選擇權,PUT,自營商,188100,305696,187601,311688,499,-5992,165200,377628,221731,411163,-56531,-33535
2017/8/15,臺指選擇權,PUT,投信,1200,1970,1410,1128,-210,842,1375,1417,175,35,1200,1382
2017/8/15,臺指選擇權,PUT,外資及陸資,58804,123518,64402,167507,-5598,-43990,375817,622566,51719,294637,324098,327929
2017/8/16,臺指選擇權,CALL,自營商,227018,291632,252098,350604,-25080,-58972,69135,128225,72624,258746,-3489,-130521
2017/8/16,臺指選擇權,CALL,投信,175,201,175,358,0,-158,175,179,175,346,0,-167
2017/8/16,臺指選擇權,CALL,外資及陸資,62567,151582,64943,158285,-2376,-6703,97308,504961,30716,170778,66592,334183
2017/8/16,臺指選擇權,PUT,自營商,304444,416406,311315,429304,-6871,-12898,94763,230117,146491,331134,-51728,-101017
2017/8/16,臺指選擇權,PUT,投信,175,455,175,620,0,-165,175,455,175,630,0,-175
2017/8/16,臺指選擇權,PUT,外資及陸資,94614,201315,94030,212997,584,-11682,194983,582936,42068,286486,152915,296450
2017/8/17,臺指選擇權,CALL,自營商,117129,221643,93218,216978,23911,4665,101055,184518,80644,334447,20411,-149929
2017/8/17,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,232,175,446,0,-214
2017/8/17,臺指選擇權,CALL,外資及陸資,38827,128484,32084,123596,6743,4888,104977,587581,31631,208857,73346,378724
2017/8/17,臺指選擇權,PUT,自營商,190808,227205,167904,264511,22904,-37306,141956,200585,170740,318228,-28784,-117643
2017/8/17,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,298,175,433,0,-135
2017/8/17,臺指選擇權,PUT,外資及陸資,48013,100698,33053,114095,14960,-13397,212829,467298,44994,246431,167835,220867
2017/8/18,臺指選擇權,CALL,自營商,133181,264829,143788,297343,-10607,-32514,114765,196611,104961,374848,9804,-178237
2017/8/18,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,184,175,368,0,-184
2017/8/18,臺指選擇權,CALL,外資及陸資,39054,133205,36759,128636,2295,4569,107626,546340,31985,191922,75641,354418
2017/8/18,臺指選擇權,PUT,自營商,168950,343294,148579,308324,20371,34970,166990,274664,175423,378607,-8433,-103943
2017/8/18,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,389,175,551,0,-162
2017/8/18,臺指選擇權,PUT,外資及陸資,58566,192322,42555,145889,16011,46433,228258,567774,44392,274755,183866,293019
2017/8/21,臺指選擇權,CALL,自營商,103616,182058,101315,170372,2301,11686,118298,213155,106162,385318,12136,-172163
2017/8/21,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,171,175,359,0,-188
2017/8/21,臺指選擇權,CALL,外資及陸資,32121,101111,32279,103115,-158,-2004,108435,548958,32983,197307,75452,351651
2017/8/21,臺指選擇權,PUT,自營商,119050,186034,122522,199322,-3472,-13289,174074,269953,185979,379183,-11905,-109230
2017/8/21,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,359,175,508,0,-149
2017/8/21,臺指選擇權,PUT,外資及陸資,36006,109935,34740,105510,1266,4425,230814,545066,45682,265887,185132,279179
2017/8/22,臺指選擇權,CALL,自營商,130287,349206,109622,202112,20665,147095,137740,362468,104958,433853,32782,-71385
2017/8/22,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,241,175,481,0,-240
2017/8/22,臺指選擇權,CALL,外資及陸資,45231,151794,34573,133943,10658,17851,118078,660325,31949,238996,86129,421329
2017/8/22,臺指選擇權,PUT,自營商,149531,217587,175703,248823,-26172,-31236,185460,227261,223537,345396,-38077,-118135
2017/8/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,219,175,306,0,-87
2017/8/22,臺指選擇權,PUT,外資及陸資,39584,103299,38943,110817,641,-7518,237669,448004,51896,227981,185773,220023
2017/8/23,臺指選擇權,CALL,自營商,191855,338013,205050,379172,-13195,-41159,105586,239756,81933,334982,23653,-95226
2017/8/23,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,232,175,481,0,-249
2017/8/23,臺指選擇權,CALL,外資及陸資,49458,154820,47435,147049,2023,7771,114515,646111,30138,225553,84377,420558
2017/8/23,臺指選擇權,PUT,自營商,240924,318892,252977,320443,-12053,-1551,119386,191174,180497,314244,-61111,-123070
2017/8/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,179,175,258,0,-79
2017/8/23,臺指選擇權,PUT,外資及陸資,53788,126821,43863,110207,9925,16614,229960,434895,50588,215221,179372,219674
2017/8/24,臺指選擇權,CALL,自營商,130396,255672,115280,227001,15116,28671,122919,358638,84150,416360,38769,-57722
2017/8/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,381,175,726,0,-345
2017/8/24,臺指選擇權,CALL,外資及陸資,34498,113364,24972,92369,9526,20995,124218,811707,30315,280344,93903,531363
2017/8/24,臺指選擇權,PUT,自營商,160578,210601,168604,249200,-8026,-38599,139413,152559,208550,272541,-69137,-119982
2017/8/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,114,175,166,0,-52
2017/8/24,臺指選擇權,PUT,外資及陸資,41194,83659,29659,84358,11535,-699,246003,356461,55096,174783,190907,181678
2017/8/25,臺指選擇權,CALL,自營商,128504,275554,140868,310679,-12364,-35125,118738,392209,92333,481110,26405,-88901
2017/8/25,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,481,175,884,0,-403
2017/8/25,臺指選擇權,CALL,外資及陸資,37746,126888,32942,116521,4804,10367,130088,901242,31381,308409,98707,592833
2017/8/25,臺指選擇權,PUT,自營商,176890,246171,164773,222736,12117,23434,163285,176590,220305,256891,-57020,-80301
2017/8/25,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,96,175,131,0,-35
2017/8/25,臺指選擇權,PUT,外資及陸資,47528,115677,35081,92192,12447,23486,261714,352888,58360,160427,203354,192461
2017/8/28,臺指選擇權,CALL,自營商,106318,195973,111126,212298,-4808,-16324,122925,395091,101328,503839,21597,-108748
2017/8/28,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,481,175,875,0,-394
2017/8/28,臺指選擇權,CALL,外資及陸資,35244,112584,32849,111727,2395,857,134159,926991,33057,318667,101102,608324
2017/8/28,臺指選擇權,PUT,自營商,113403,154345,121330,207510,-7927,-53164,160071,170199,224964,302809,-64893,-132610
2017/8/28,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,88,175,127,0,-39
2017/8/28,臺指選擇權,PUT,外資及陸資,45148,198548,38405,154935,6743,43613,274254,463302,64231,223673,210023,239629
2017/8/29,臺指選擇權,CALL,自營商,127243,213206,123454,219564,3789,-6357,131313,373358,105927,476655,25386,-103297
2017/8/29,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,433,175,805,0,-372
2017/8/29,臺指選擇權,CALL,外資及陸資,36131,111758,36563,116449,-432,-4691,134681,883315,34011,305353,100670,577962
2017/8/29,臺指選擇權,PUT,自營商,158235,242249,143723,230182,14512,12067,178940,217083,229321,354116,-50381,-137033
2017/8/29,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,127,175,175,0,-48
2017/8/29,臺指選擇權,PUT,外資及陸資,45433,121257,37061,104195,8372,17062,280454,527472,62059,247035,218395,280437
2017/8/30,臺指選擇權,CALL,自營商,212313,393652,205264,368793,7049,24859,113069,425397,89803,519732,23266,-94335
2017/8/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,586,175,1050,0,-464
2017/8/30,臺指選擇權,CALL,外資及陸資,61700,182407,49714,158934,11986,23473,139337,1015434,31115,346011,108222,669423
2017/8/30,臺指選擇權,PUT,自營商,217446,262320,257192,322162,-39746,-59842,122766,165095,219664,343063,-96898,-177968
2017/8/30,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,81,175,109,0,-28
2017/8/30,臺指選擇權,PUT,外資及陸資,58274,185838,50544,133095,7730,52744,281345,518784,64980,222846,216365,295938
2017/8/31,臺指選擇權,CALL,自營商,111269,212777,109395,253254,1874,-40477,121814,431024,96674,564110,25140,-133086
2017/8/31,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,639,175,1138,0,-499
2017/8/31,臺指選擇權,CALL,外資及陸資,32582,115082,29622,112460,2960,2621,143171,1063053,31989,362503,111182,700550
2017/8/31,臺指選擇權,PUT,自營商,135481,194945,134657,201161,824,-6216,146981,188920,243075,368513,-96094,-179593
2017/8/31,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,78,175,105,0,-27
2017/8/31,臺指選擇權,PUT,外資及陸資,36136,109474,30992,95976,5144,13498,289903,521237,68374,221786,221529,299451
2017/9/1,臺指選擇權,CALL,自營商,100625,215414,88470,193662,12155,21752,134190,479096,96895,597174,37295,-118078
2017/9/1,臺指選擇權,CALL,投信,0,0,0,0,0,0,175,700,175,1243,0,-543
2017/9/1,臺指選擇權,CALL,外資及陸資,23143,83653,20080,77213,3063,6440,146288,1121245,32043,381048,114245,740197
2017/9/1,臺指選擇權,PUT,自營商,115158,149451,131310,192629,-16152,-43178,146852,158997,259098,367761,-112246,-208764
2017/9/1,臺指選擇權,PUT,投信,0,0,0,0,0,0,175,66,175,92,0,-26
2017/9/1,臺指選擇權,PUT,外資及陸資,29681,79161,25016,68498,4665,10663,296703,496627,70518,206473,226185,290154
