日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2015/12/29,小型臺指期貨,外資及陸資,24804,10291884,25640,10639214,-836,-347330,2174,900454,110,45555,2064,854899
2015/12/30,小型臺指期貨,自營商,4627,1912086,6425,2655500,-1798,-743414,4182,1724047,12024,4959680,-7842,-3235633
2015/12/30,小型臺指期貨,投信,172,71020,256,105822,-84,-34803,163,67303,84,34684,79,32619
2015/12/30,小型臺指期貨,外資及陸資,22473,9293338,23280,9629434,-807,-336097,2100,866689,244,100686,1856,766003
2015/12/31,小型臺指期貨,自營商,5175,2138605,5596,2312627,-421,-174022,4423,1826857,12830,5303297,-8407,-3476440
2015/12/31,小型臺指期貨,投信,196,81123,148,61218,48,19906,211,87301,0,0,211,87301
2015/12/31,小型臺指期貨,外資及陸資,21523,8902821,21026,8698371,497,204450,2043,844842,218,90154,1825,754688
2016/1/4,小型臺指期貨,自營商,13590,5515505,13963,5674621,-373,-159116,5885,2371656,14629,5896726,-8744,-3525070
2016/1/4,小型臺指期貨,投信,192,77643,268,109341,-76,-31697,163,65795,76,30677,87,35118
2016/1/4,小型臺指期貨,外資及陸資,44611,18123823,46331,18831722,-1720,-707898,2063,832191,1038,418887,1025,413304
2016/1/5,小型臺指期貨,自營商,9129,3683164,10594,4272469,-1465,-589304,7088,2840202,17297,6931320,-10209,-4091118
2016/1/5,小型臺指期貨,投信,156,63064,344,138795,-188,-75731,163,65404,188,75435,-25,-10031
2016/1/5,小型臺指期貨,外資及陸資,39802,16071282,40271,16262368,-469,-191087,2012,806459,1140,457322,872,349137
2016/1/6,小型臺指期貨,自營商,11981,4773349,12285,4892358,-304,-119009,4410,1754567,13631,5423354,-9221,-3668787
2016/1/6,小型臺指期貨,投信,252,100388,300,119391,-48,-19004,171,68152,56,22319,115,45833
2016/1/6,小型臺指期貨,外資及陸資,48214,19214169,48778,19439293,-564,-225124,1446,575073,1429,569345,17,5728
2016/1/7,小型臺指期貨,自營商,12412,4865304,14661,5748994,-2249,-883690,6007,2340679,17265,6725856,-11258,-4385177
2016/1/7,小型臺指期貨,投信,500,195772,396,154929,104,40844,267,104197,0,0,267,104197
2016/1/7,小型臺指期貨,外資及陸資,61371,24058086,61777,24221815,-406,-163729,1551,603890,1592,620154,-41,-16264
2016/1/8,小型臺指期貨,自營商,9711,3793815,10089,3944329,-378,-150513,7457,2927764,19081,7490268,-11624,-4562504
2016/1/8,小型臺指期貨,投信,244,95597,200,78309,44,17288,211,82976,4,1573,207,81403
2016/1/8,小型臺指期貨,外資及陸資,49590,19399293,49478,19357264,112,42029,1749,685890,1874,735279,-125,-49389
2016/1/11,小型臺指期貨,自營商,10409,4023239,9887,3819056,522,204183,8082,3121539,19100,7376855,-11018,-4255316
2016/1/11,小型臺指期貨,投信,224,86837,160,61882,64,24955,227,87838,0,0,227,87838
2016/1/11,小型臺指期貨,外資及陸資,43944,16998022,43355,16769302,589,228720,1905,734717,1833,706162,72,28555
2016/1/12,小型臺指期貨,自營商,9164,3542699,9181,3549094,-17,-6395,9945,3824388,20724,7968841,-10779,-4144453
2016/1/12,小型臺指期貨,投信,236,91391,324,125430,-88,-34040,163,62812,88,33911,75,28901
2016/1/12,小型臺指期貨,外資及陸資,38164,14764709,37958,14686458,206,78250,2032,780045,1790,686495,242,93550
2016/1/13,小型臺指期貨,自營商,10691,4159923,10185,3963761,506,196162,7206,2804360,17315,6743453,-10109,-3939093
2016/1/13,小型臺指期貨,投信,244,95152,228,88649,16,6502,187,72986,8,3122,179,69864
2016/1/13,小型臺指期貨,外資及陸資,41287,16084078,40977,15964381,310,119697,2094,814425,1556,603144,538,211281
2016/1/14,小型臺指期貨,自營商,12197,4670338,11891,4554698,306,115640,5648,2171907,16807,6470822,-11159,-4298915
2016/1/14,小型臺指期貨,投信,260,99995,116,44478,144,55516,307,118425,0,0,307,118425
2016/1/14,小型臺指期貨,外資及陸資,37779,14499173,36337,13948490,1442,550683,1994,766972,942,359445,1052,407527
2016/1/15,小型臺指期貨,自營商,9100,3503256,9170,3530619,-70,-27364,5601,2139253,16794,6424673,-11193,-4285420
2016/1/15,小型臺指期貨,投信,196,75539,188,72405,8,3135,175,67095,4,1534,171,65561
2016/1/15,小型臺指期貨,外資及陸資,42056,16224427,42181,16278281,-125,-53853,2433,930224,1406,534451,1027,395773
2016/1/18,小型臺指期貨,自營商,22367,8571073,19869,7634593,2498,936480,5212,2026522,15275,5952408,-10063,-3925886
2016/1/18,小型臺指期貨,投信,340,131074,188,72872,152,58203,315,123008,0,0,315,123008
2016/1/18,小型臺指期貨,外資及陸資,61762,23773546,59632,22960804,2130,812742,2563,998283,558,213633,2005,784650
2016/1/19,小型臺指期貨,自營商,10795,4202104,12398,4828104,-1603,-626000,5686,2225271,17796,6982957,-12110,-4757686
2016/1/19,小型臺指期貨,投信,179,69881,279,109056,-100,-39175,163,64072,100,39330,63,24742
2016/1/19,小型臺指期貨,外資及陸資,39081,15228020,39684,15463857,-603,-235837,2397,939540,759,293693,1638,645847
2016/1/20,小型臺指期貨,自營商,17859,6874904,18229,7016780,-370,-141877,1817,684761,4818,1820063,-3001,-1135302
2016/1/20,小型臺指期貨,投信,320,122188,244,93338,76,28851,167,63410,68,25820,99,37590
2016/1/20,小型臺指期貨,外資及陸資,51643,19849225,52828,20314619,-1185,-465394,1760,667638,772,289031,988,378607
2016/1/21,小型臺指期貨,自營商,11803,4512994,9891,3777483,1912,735512,3561,1349092,4650,1759183,-1089,-410091
2016/1/21,小型臺指期貨,投信,216,82773,284,108578,-68,-25805,175,66614,76,28929,99,37685
2016/1/21,小型臺指期貨,外資及陸資,51977,19891884,50909,19481306,1068,410578,1796,682876,624,233057,1172,449819
2016/1/22,小型臺指期貨,自營商,11116,4270679,9153,3516629,1963,754051,5593,2159492,4303,1658366,1290,501126
2016/1/22,小型臺指期貨,投信,284,109306,232,88956,52,20350,219,84841,0,0,219,84841
2016/1/22,小型臺指期貨,外資及陸資,44680,17177652,43338,16661025,1342,516627,2534,980895,580,220195,1954,760700
2016/1/25,小型臺指期貨,自營商,7557,2957458,8733,3419042,-1176,-461583,6528,2548853,6258,2443107,270,105746
2016/1/25,小型臺指期貨,投信,192,75395,232,90983,-40,-15588,167,65422,40,15670,127,49752
2016/1/25,小型臺指期貨,外資及陸資,36514,14313629,36370,14260232,144,53397,2148,840624,326,123220,1822,717404
2016/1/26,小型臺指期貨,自營商,6651,2583329,6401,2483352,250,99977,7696,2983733,7176,2779890,520,203843
2016/1/26,小型臺指期貨,投信,156,60699,244,94828,-88,-34129,167,64946,88,34223,79,30723
2016/1/26,小型臺指期貨,外資及陸資,35070,13632488,35548,13817896,-478,-185407,1922,746513,666,254152,1256,492361
2016/1/27,小型臺指期貨,自營商,8236,3215879,6639,2591643,1597,624236,6616,2581949,4841,1886467,1775,695482
2016/1/27,小型臺指期貨,投信,260,101592,136,53103,124,48489,291,114043,0,0,291,114043
2016/1/27,小型臺指期貨,外資及陸資,31865,12451585,30627,11967906,1238,483678,2702,1057857,573,219196,2129,838661
2016/1/28,小型臺指期貨,自營商,7066,2771782,7449,2924279,-383,-152497,7174,2807055,5706,2231490,1468,575565
2016/1/28,小型臺指期貨,投信,280,110061,172,67588,108,42473,275,108048,0,0,275,108048
2016/1/28,小型臺指期貨,外資及陸資,36514,14343161,36927,14504585,-413,-161424,2419,949482,443,167934,1976,781548
2016/1/29,小型臺指期貨,自營商,15738,6250227,14003,5576927,1735,673299,10374,4164048,7199,2889334,3175,1274714
2016/1/29,小型臺指期貨,投信,372,147708,132,52571,240,95136,407,163879,0,0,407,163879
2016/1/29,小型臺指期貨,外資及陸資,56375,22440535,54955,21880106,1420,560429,2600,1045975,504,196154,2096,849821
2016/1/30,小型臺指期貨,自營商,4806,1951196,5508,2237683,-702,-286487,10573,4304274,8244,3355578,2329,948696
2016/1/30,小型臺指期貨,投信,44,17921,60,24413,-16,-6491,167,68169,16,6531,151,61638
2016/1/30,小型臺指期貨,外資及陸資,7339,2982755,7167,2913971,172,68784,2794,1139770,526,208280,2268,931490
2016/2/1,小型臺指期貨,自營商,8626,3495011,10854,4395215,-2228,-900203,9854,3989808,9717,3936094,137,53714
2016/2/1,小型臺指期貨,投信,232,94233,272,110232,-40,-15999,167,67852,40,16252,127,51600
2016/2/1,小型臺指期貨,外資及陸資,33842,13726136,34594,14031204,-752,-305068,2242,910090,722,285596,1520,624494
2016/2/2,小型臺指期貨,自營商,5523,2236121,5515,2231669,8,4452,10673,4309759,10560,4266158,113,43601
2016/2/2,小型臺指期貨,投信,204,82774,184,74516,20,8259,191,77393,4,1621,187,75772
2016/2/2,小型臺指期貨,外資及陸資,31993,12965891,32358,13114663,-365,-148772,2183,883669,916,363095,1267,520574
2016/2/3,小型臺指期貨,自營商,8421,3381173,8774,3521157,-353,-139984,4491,1790909,5037,2011712,-546,-220803
2016/2/3,小型臺指期貨,投信,32,12852,56,22444,-24,-9593,167,67101,24,9643,143,57458
2016/2/3,小型臺指期貨,外資及陸資,34620,13912925,35008,14069280,-388,-156355,2030,814921,1079,425459,951,389462
2016/2/15,小型臺指期貨,自營商,9968,3989895,9289,3717319,679,272575,5132,2048616,5549,2217773,-417,-169157
2016/2/15,小型臺指期貨,投信,236,94801,160,64334,76,30467,243,97722,4,1609,239,96113
2016/2/15,小型臺指期貨,外資及陸資,31046,12436054,29741,11913583,1305,522471,2596,1042187,587,227977,2009,814210
2016/2/16,小型臺指期貨,自營商,12870,5239022,12191,4973156,679,265866,8311,3398694,8181,3347151,130,51543
2016/2/16,小型臺指期貨,投信,747,304976,403,164771,344,140205,511,209666,0,0,511,209666
2016/2/16,小型臺指期貨,外資及陸資,32059,13074649,30354,12385539,1705,689110,3728,1529826,530,209906,3198,1319920
2016/2/17,小型臺指期貨,自營商,9613,3943796,7696,3156963,1917,786834,7300,2976507,4426,1802057,2874,1174450
2016/2/17,小型臺指期貨,投信,644,264058,528,216203,116,47855,183,74939,44,18018,139,56921
2016/2/17,小型臺指期貨,外資及陸資,24675,10124574,25301,10380908,-626,-256334,2747,1124833,551,216658,2196,908175
2016/2/18,小型臺指期貨,自營商,7666,3171868,7931,3281501,-265,-109632,7748,3195431,5131,2115031,2617,1080400
2016/2/18,小型臺指期貨,投信,392,162400,640,264756,-248,-102357,183,75808,248,102734,-65,-26926
2016/2/18,小型臺指期貨,外資及陸資,28681,11882318,28475,11796061,206,86257,2781,1151962,639,255662,2142,896300
2016/2/19,小型臺指期貨,自營商,4696,1943746,4118,1705201,578,238545,8486,3510542,5235,2164431,3251,1346111
2016/2/19,小型臺指期貨,投信,344,142709,192,79541,152,63168,335,139142,0,0,335,139142
2016/2/19,小型臺指期貨,外資及陸資,23255,9638136,22006,9121248,1249,516888,3617,1502223,626,250860,2991,1251363
2016/2/22,小型臺指期貨,自營商,7356,3059224,8976,3731912,-1620,-672688,8065,3332778,6514,2693230,1551,639548
2016/2/22,小型臺指期貨,投信,458,191676,466,194546,-8,-2871,187,77605,12,4980,175,72625
2016/2/22,小型臺指期貨,外資及陸資,31925,13295585,32737,13629966,-812,-334381,3214,1333697,623,248109,2591,1085588
2016/2/23,小型臺指期貨,自營商,5871,2435450,3833,1588572,2038,846878,9896,4101502,6439,2667733,3457,1433769
2016/2/23,小型臺指期貨,投信,308,127748,236,97705,72,30043,275,114386,20,8319,255,106067
2016/2/23,小型臺指期貨,外資及陸資,27063,11233832,26263,10902260,800,331572,3951,1643110,592,235513,3359,1407597
2016/2/24,小型臺指期貨,自營商,9667,4005098,11828,4893480,-2161,-888382,6314,2587648,5048,2068136,1266,519512
2016/2/24,小型臺指期貨,投信,584,241810,1252,517276,-668,-275466,183,75460,668,275450,-485,-199990
2016/2/24,小型臺指期貨,外資及陸資,33687,13960422,34201,14173574,-514,-213151,3463,1427500,625,247018,2838,1180482
2016/2/25,小型臺指期貨,自營商,9871,4100936,7272,3022042,2599,1078894,8568,3553703,5399,2237266,3169,1316437
2016/2/25,小型臺指期貨,投信,704,293698,352,146717,352,146981,535,223042,0,0,535,223042
2016/2/25,小型臺指期貨,外資及陸資,37054,15415853,36054,15002624,1000,413230,4199,1749916,677,271399,3522,1478517
2016/2/26,小型臺指期貨,自營商,5990,2499939,6888,2873473,-898,-373533,8975,3745691,6784,2830605,2191,915086
2016/2/26,小型臺指期貨,投信,132,55049,380,158317,-248,-103268,183,76759,248,104024,-65,-27265
2016/2/26,小型臺指期貨,外資及陸資,36264,15151995,35934,15013562,330,138432,4465,1872241,589,235886,3876,1636355
2016/3/1,小型臺指期貨,自營商,9088,3821374,8552,3600174,536,221200,10575,4447944,7320,3079331,3255,1368613
2016/3/1,小型臺指期貨,投信,980,413914,680,287358,300,126556,351,148262,0,0,351,148262
2016/3/1,小型臺指期貨,外資及陸資,30272,12741304,30293,12753014,-21,-11710,4728,1996401,637,258300,4091,1738101
2016/3/2,小型臺指期貨,自營商,7543,3216001,7944,3385992,-401,-169991,8814,3735006,5990,2538083,2824,1196923
2016/3/2,小型臺指期貨,投信,52,22210,124,52850,-72,-30640,183,77940,48,20443,135,57497
2016/3/2,小型臺指期貨,外資及陸資,27937,11918718,29015,12377884,-1078,-459166,3828,1629451,743,304992,3085,1324459
2016/3/3,小型臺指期貨,自營商,9397,4015716,7935,3390165,1462,625551,10849,4624435,6623,2822525,4226,1801910
2016/3/3,小型臺指期貨,投信,528,226525,336,143618,192,82907,235,100627,0,0,235,100627
2016/3/3,小型臺指期貨,外資及陸資,31237,13361143,31097,13302511,140,58632,3951,1690518,650,266828,3301,1423690
2016/3/4,小型臺指期貨,自營商,5602,2400413,5198,2226430,404,173984,12493,5351416,7863,3367532,4630,1983884
2016/3/4,小型臺指期貨,投信,436,187698,348,149564,88,38133,215,92461,0,0,215,92461
2016/3/4,小型臺指期貨,外資及陸資,29875,12822645,30124,12932022,-249,-109377,4272,1835363,668,275574,3604,1559789
2016/3/7,小型臺指期貨,自營商,7838,3376286,7756,3337756,82,38530,13439,5759014,8839,3787475,4600,1971539
2016/3/7,小型臺指期貨,投信,492,213029,440,189585,52,23445,195,83889,0,0,195,83889
2016/3/7,小型臺指期貨,外資及陸資,31703,13669146,32187,13878876,-484,-209730,4251,1826194,847,352702,3404,1473492
2016/3/8,小型臺指期貨,自營商,7408,3174900,5778,2471216,1630,703684,15137,6496449,9079,3892800,6058,2603649
2016/3/8,小型臺指期貨,投信,108,46157,208,88922,-100,-42764,183,78818,76,32733,107,46085
2016/3/8,小型臺指期貨,外資及陸資,31314,13420874,30885,13239145,429,181730,4922,2116470,769,319305,4153,1797165
2016/3/9,小型臺指期貨,自營商,5921,2541368,5854,2511506,67,29863,10180,4364718,4672,1996919,5508,2367799
2016/3/9,小型臺指期貨,投信,16,6869,56,23984,-40,-17115,183,78855,80,34472,103,44383
2016/3/9,小型臺指期貨,外資及陸資,26891,11551688,27076,11631056,-185,-79369,5099,2193543,1099,461736,4000,1731807
2016/3/10,小型臺指期貨,自營商,6048,2608896,6960,3002067,-912,-393171,9461,4064481,5309,2277134,4152,1787347
2016/3/10,小型臺指期貨,投信,41,17765,18,7792,23,9973,194,83818,64,27651,130,56167
2016/3/10,小型臺指期貨,外資及陸資,28539,12326409,28877,12472606,-338,-146197,5176,2231420,1622,688749,3554,1542671
2016/3/11,小型臺指期貨,自營商,8769,3787809,7022,3035995,1747,751814,11142,4824540,6359,2752586,4783,2071954
2016/3/11,小型臺指期貨,投信,596,258559,200,86703,396,171855,294,127964,0,0,294,127964
2016/3/11,小型臺指期貨,外資及陸資,27058,11708285,27103,11731095,-45,-22809,5699,2475059,1798,770514,3901,1704545
2016/3/14,小型臺指期貨,自營商,5221,2278761,7030,3070852,-1809,-792092,10768,4684888,8082,3518162,2686,1166726
2016/3/14,小型臺指期貨,投信,44,19267,204,89160,-160,-69893,182,79541,132,57625,50,21916
2016/3/14,小型臺指期貨,外資及陸資,22647,9906943,23875,10444517,-1228,-537574,5196,2267356,2427,1049061,2769,1218295
2016/3/15,小型臺指期貨,自營商,10679,4616038,11512,4974216,-833,-358178,10725,4585801,8400,3592731,2325,993070
2016/3/15,小型臺指期貨,投信,198,85231,1190,515168,-992,-429937,182,78272,608,260733,-426,-182461
2016/3/15,小型臺指期貨,外資及陸資,34652,15005853,35799,15509130,-1147,-503278,4546,1948796,2444,1038387,2102,910409
2016/3/16,小型臺指期貨,自營商,7315,3160051,6524,2824865,791,335186,7603,3269587,4224,1812812,3379,1456775
2016/3/16,小型臺指期貨,投信,172,74277,52,22487,120,51789,182,78779,572,247590,-390,-168811
2016/3/16,小型臺指期貨,外資及陸資,21072,9112588,20456,8848015,616,264574,2983,1288083,922,387628,2061,900455
2016/3/17,小型臺指期貨,自營商,7181,3137358,7713,3367142,-532,-229784,7496,3239763,5001,2158583,2495,1081180
2016/3/17,小型臺指期貨,投信,332,145270,608,265106,-276,-119836,182,79152,620,269638,-438,-190486
2016/3/17,小型臺指期貨,外資及陸資,38139,16678883,39105,17102540,-966,-423658,3037,1317916,1502,641793,1535,676123
2016/3/18,小型臺指期貨,自營商,4756,2077786,4463,1949790,293,127997,8802,3836839,6178,2690342,2624,1146497
2016/3/18,小型臺指期貨,投信,356,156082,168,73576,188,82507,182,79762,556,243667,-374,-163905
2016/3/18,小型臺指期貨,外資及陸資,28674,12543943,28484,12462475,190,81468,3328,1455572,1203,515613,2125,939959
2016/3/21,小型臺指期貨,自營商,5300,2313826,4350,1896489,950,417336,10295,4481100,6741,2929885,3554,1551215
2016/3/21,小型臺指期貨,投信,328,143321,420,183281,-92,-39960,182,79589,644,281621,-462,-202032
2016/3/21,小型臺指期貨,外資及陸資,29708,12988015,30585,13371087,-877,-383071,3091,1348761,1567,673695,1524,675066
2016/3/22,小型臺指期貨,自營商,7698,3347881,7149,3107167,549,240714,12449,5425475,8366,3641574,4083,1783901
2016/3/22,小型臺指期貨,投信,500,217594,484,210543,16,7051,182,79625,656,287000,-474,-207375
2016/3/22,小型臺指期貨,外資及陸資,33512,14592571,32860,14310475,652,282096,3216,1403765,824,348946,2392,1054819
2016/3/23,小型臺指期貨,自營商,5250,2291963,7116,3104341,-1866,-812378,8915,3863445,6316,2732186,2599,1131259
2016/3/23,小型臺指期貨,投信,172,75017,312,135925,-140,-60908,182,79288,660,287529,-478,-208241
2016/3/23,小型臺指期貨,外資及陸資,32240,14084888,32800,14329054,-560,-244167,3136,1362826,1359,580500,1777,782326
2016/3/24,小型臺指期貨,自營商,10448,4534144,9058,3930041,1390,604103,12360,5363361,8167,3537592,4193,1825769
2016/3/24,小型臺指期貨,投信,392,170588,320,138581,72,32007,182,79288,628,273588,-446,-194300
2016/3/24,小型臺指期貨,外資及陸資,36706,15943679,37124,16124925,-418,-181246,3158,1372244,1283,547444,1875,824800
2016/3/25,小型臺指期貨,自營商,4730,2057667,5808,2523671,-1078,-466004,11992,5196608,9445,4087160,2547,1109448
2016/3/25,小型臺指期貨,投信,92,40011,192,83382,-100,-43371,182,79170,648,281880,-466,-202710
2016/3/25,小型臺指期貨,外資及陸資,25432,11072919,25898,11275709,-466,-202790,3165,1373420,1788,765992,1377,607428
2016/3/28,小型臺指期貨,自營商,4844,2104478,5065,2198567,-221,-94089,12839,5557336,10513,4544810,2326,1012526
2016/3/28,小型臺指期貨,投信,112,48642,192,83278,-80,-34637,182,79034,652,283131,-470,-204097
2016/3/28,小型臺指期貨,外資及陸資,27576,11988943,28175,12248033,-599,-259091,3174,1375406,2028,869427,1146,505979
2016/3/29,小型臺指期貨,自營商,7662,3298292,8844,3806166,-1182,-507873,12980,5564242,11956,5117973,1024,446269
2016/3/29,小型臺指期貨,投信,440,189158,692,297703,-252,-108546,182,78269,588,252869,-406,-174600
2016/3/29,小型臺指期貨,外資及陸資,36810,15884763,37591,16227531,-781,-342768,3108,1333512,2027,860242,1081,473270
2016/3/30,小型臺指期貨,自營商,11957,5184166,7723,3356602,4234,1827564,13434,5850178,7935,3448635,5499,2401543
2016/3/30,小型臺指期貨,投信,857,373301,393,171405,464,201896,182,79534,424,185288,-242,-105754
2016/3/30,小型臺指期貨,外資及陸資,29486,12818621,28438,12369673,1048,448948,3386,1475742,1634,702383,1752,773359
2016/3/31,小型臺指期貨,自營商,7758,3389956,10963,4785862,-3205,-1395906,12118,5261652,9688,4202666,2430,1058986
2016/3/31,小型臺指期貨,投信,312,136156,760,331280,-448,-195124,182,79316,704,306803,-522,-227487
2016/3/31,小型臺指期貨,外資及陸資,39933,17466822,41263,18050237,-1330,-583415,3181,1382563,2323,1001070,858,381493
2016/4/1,小型臺指期貨,自營商,7335,3167526,8996,3880473,-1661,-712947,11832,5085426,11131,4779934,701,305492
2016/4/1,小型臺指期貨,投信,292,125916,504,217067,-212,-91151,182,78515,668,288175,-486,-209660
2016/4/1,小型臺指期貨,外資及陸資,38329,16563472,38408,16598838,-79,-35367,3044,1309174,2801,1196781,243,112393
2016/4/6,小型臺指期貨,自營商,8043,3410227,11295,4789525,-3252,-1379298,9062,3814179,11849,4983862,-2787,-1169683
2016/4/6,小型臺指期貨,投信,268,113663,952,404031,-684,-290368,182,76968,592,250357,-410,-173389
2016/4/6,小型臺指期貨,外資及陸資,34789,14775670,36418,15473828,-1629,-698158,3060,1289074,4184,1757678,-1124,-468604
2016/4/7,小型臺指期貨,自營商,9069,3818591,6913,2907268,2156,911323,10023,4209363,10654,4466877,-631,-257514
2016/4/7,小型臺指期貨,投信,376,158348,312,131046,64,27302,182,76786,528,222763,-346,-145977
2016/4/7,小型臺指期貨,外資及陸資,36704,15481148,35329,14903393,1375,577756,3084,1295640,2629,1097497,455,198143
2016/4/8,小型臺指期貨,自營商,9174,3871353,5158,2177117,4016,1694236,13045,5513715,10168,4288742,2877,1224973
2016/4/8,小型臺指期貨,投信,928,392734,240,101447,688,291287,182,77214,224,95032,-42,-17818
2016/4/8,小型臺指期貨,外資及陸資,31291,13217394,31639,13369847,-348,-152453,3150,1330235,2079,870247,1071,459988
2016/4/11,小型臺指期貨,自營商,7132,3019914,5699,2412052,1433,607862,14098,5980856,10520,4453777,3578,1527079
2016/4/11,小型臺指期貨,投信,500,212849,180,76506,320,136343,182,77487,80,34060,102,43427
2016/4/11,小型臺指期貨,外資及陸資,32538,13794741,32080,13601554,458,193187,3435,1455978,1534,641271,1901,814707
2016/4/12,小型臺指期貨,自營商,7340,3124680,7040,2993398,300,131282,15063,6377520,11233,4746249,3830,1631271
2016/4/12,小型臺指期貨,投信,216,92037,264,111974,-48,-19937,182,77314,128,54374,54,22940
2016/4/12,小型臺指期貨,外資及陸資,36671,15628859,36706,15644224,-35,-15366,3188,1347646,1418,590552,1770,757094
2016/4/13,小型臺指期貨,自營商,13512,5801119,9804,4217255,3708,1583864,18312,7882811,10651,4577926,7661,3304885
2016/4/13,小型臺指期貨,投信,748,322241,524,225945,224,96296,182,78588,80,34544,102,44044
2016/4/13,小型臺指期貨,外資及陸資,28308,12173386,28145,12110107,163,63279,3866,1662625,1586,673168,2280,989457
2016/4/14,小型臺指期貨,自營商,6361,2755715,7355,3185342,-994,-429627,19468,8406215,12853,5543469,6615,2862746
2016/4/14,小型臺指期貨,投信,120,52019,280,121228,-160,-69209,182,78806,188,81404,-6,-2598
2016/4/14,小型臺指期貨,外資及陸資,27744,12035339,28769,12481191,-1025,-445852,3349,1444043,1858,793119,1491,650924
2016/4/15,小型臺指期貨,自營商,10128,4375292,7938,3430858,2190,944435,22152,9629893,13683,5943983,8469,3685910
2016/4/15,小型臺指期貨,投信,716,311019,132,57272,584,253748,182,79325,80,34868,102,44457
2016/4/15,小型臺指期貨,外資及陸資,30531,13215784,29759,12883463,772,332320,3758,1632008,1243,530228,2515,1101780
2016/4/18,小型臺指期貨,自營商,4406,1903994,7330,3164911,-2924,-1260917,15988,6888752,9439,4056676,6549,2832076
2016/4/18,小型臺指期貨,投信,124,53682,128,55301,-4,-1619,194,83847,204,88008,-10,-4161
2016/4/18,小型臺指期貨,外資及陸資,21997,9517779,23315,10088781,-1318,-571002,3314,1425522,1953,832724,1361,592798
2016/4/19,小型臺指期貨,自營商,14271,6179248,14793,6399432,-522,-220184,15132,6508747,10213,4381825,4919,2126922
2016/4/19,小型臺指期貨,投信,458,198697,730,316083,-272,-117386,182,78541,532,228869,-350,-150328
2016/4/19,小型臺指期貨,外資及陸資,32672,14151781,33231,14396911,-559,-245130,3421,1467775,2759,1178302,662,289473
2016/4/20,小型臺指期貨,自營商,10870,4646887,14897,6355346,-4027,-1708459,5299,2218888,7808,3269375,-2509,-1050487
2016/4/20,小型臺指期貨,投信,510,218409,752,321417,-242,-103008,166,70069,700,295470,-534,-225401
2016/4/20,小型臺指期貨,外資及陸資,40023,17128059,41172,17624813,-1149,-496754,3194,1345233,1266,523600,1928,821633
2016/4/21,小型臺指期貨,自營商,8750,3713314,3575,1517180,5175,2196134,8632,3661568,5966,2520120,2666,1141448
2016/4/21,小型臺指期貨,投信,188,79778,32,13545,156,66233,166,70799,624,266136,-458,-195337
2016/4/21,小型臺指期貨,外資及陸資,28135,11956168,27990,11896001,145,60167,3146,1338763,961,398996,2185,939767
2016/4/22,小型臺指期貨,自營商,7204,3062430,8703,3694082,-1499,-631652,9204,3892541,8037,3389601,1167,502940
2016/4/22,小型臺指期貨,投信,336,143175,152,64546,184,78628,166,70550,448,190400,-282,-119850
2016/4/22,小型臺指期貨,外資及陸資,36436,15507607,36663,15603862,-227,-96254,3144,1333191,1178,489902,1966,843289
2016/4/25,小型臺指期貨,自營商,6295,2676084,4376,1860159,1919,815926,11518,4890909,8692,3681339,2826,1209570
2016/4/25,小型臺指期貨,投信,40,17005,48,20358,-8,-3353,166,70774,452,192710,-286,-121936
2016/4/25,小型臺指期貨,外資及陸資,25383,10799163,24795,10549503,588,249660,3549,1510209,667,273496,2882,1236713
2016/4/26,小型臺指期貨,自營商,8909,3812701,10334,4422795,-1425,-610095,11920,5086249,10479,4465490,1441,620759
2016/4/26,小型臺指期貨,投信,368,158065,192,82299,176,75766,166,71131,340,145690,-174,-74559
2016/4/26,小型臺指期貨,外資及陸資,30397,13024215,30410,13029531,-13,-5317,3679,1573772,726,300213,2953,1273559
2016/4/27,小型臺指期貨,自營商,7545,3224002,7009,2990944,536,233058,10901,4644221,8888,3778979,2013,865242
2016/4/27,小型臺指期貨,投信,80,34131,148,63015,-68,-28883,166,71048,400,171200,-234,-100152
2016/4/27,小型臺指期貨,外資及陸資,26404,11292338,26548,11353664,-144,-61326,3704,1582476,683,281394,3021,1301082
2016/4/28,小型臺指期貨,自營商,9388,3976246,16081,6808195,-6693,-2831949,9145,3829389,13825,5784328,-4680,-1954939
2016/4/28,小型臺指期貨,投信,272,114982,1028,435424,-756,-320442,166,69845,504,212058,-338,-142213
2016/4/28,小型臺指期貨,外資及陸資,43286,18366884,45785,19435625,-2499,-1068741,3178,1334202,1980,821487,1198,512715
2016/4/29,小型臺指期貨,自營商,8314,3462259,8697,3615531,-383,-153273,10519,4353553,15582,6438473,-5063,-2084920
2016/4/29,小型臺指期貨,投信,136,56645,264,109829,-128,-53184,166,68981,456,189491,-290,-120510
2016/4/29,小型臺指期貨,外資及陸資,30742,12827385,31112,12982708,-370,-155323,3206,1329118,1634,667393,1572,661725
2016/5/3,小型臺指期貨,自營商,7915,3265747,9216,3800980,-1301,-535234,11712,4819853,18076,7428059,-6364,-2608206
2016/5/3,小型臺指期貨,投信,184,76025,280,115514,-96,-39489,166,68566,412,170177,-246,-101611
